YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR,YEAR,MO,DY
20190306,0.5489599331333019,21.367016292550762,86.5280936516427,3.002636788156197,1.1810647130089211,2019,3,6
20190307,2.1757579537377296,18.432505188265836,64.78277180194372,3.138858949309991,0.5876522837869306,2019,3,7
20190308,1.830137858802904,17.742179506261042,64.3673586134625,3.0604696147490538,0.21790537650767214,2019,3,8
20190309,3.922477435399288,21.043372075439954,49.176207187840596,4.0079729528004435,0.26124158563669775,2019,3,9
20190310,4.087464004588613,16.505209882812554,71.44468622991764,5.664285571458571,0.378145943864584,2019,3,10
20190311,2.4585510050430908,21.767616060597955,71.31084027390992,3.736728027857919,1.1294498241715423,2019,3,11
20190312,3.460872705703815,18.493724809966213,76.13920375443219,3.272487405052728,0.21418143326180783,2019,3,12
20190313,4.420971448651033,20.00492093188619,60.17435035320837,4.590248829393998,0.29171345884518396,2019,3,13
20190314,2.6165738084616375,19.245785307204414,56.96777982534817,3.7197725538724624,0.8820080504605341,2019,3,14
20190315,3.6824014641547986,19.69905415002382,57.227694975072886,3.052809628101059,0.13799627995351108,2019,3,15
20190316,4.780675886565382,18.18493763604878,68.44678215858762,3.2996127383069034,0.07397715154225616,2019,3,16
20190317,4.28532452183619,21.477281410106038,74.00036138507012,4.112399712995438,0.06491815682056899,2019,3,17
20190318,1.9195488451185319,18.381883656401683,71.27743857239352,4.722722852458714,1.9863758403627372,2019,3,18
20190319,5.705946128110035,18.534281237221933,56.10226468014229,6.057658190357856,0.15765549620202815,2019,3,19
20190320,4.640364023633399,19.285915518636287,65.06155099537288,3.3713843410439672,0.6962426370452256,2019,3,20
20190321,5.7834696251466,21.10431771057823,64.81543854092205,7.271067506437866,0.44342648388037686,2019,3,21
20190322,3.86425930047218,20.93257199818745,62.82428080203396,3.221506644053111,0.08433712922914693,2019,3,22
20190323,5.27509047138667,19.58308774496957,79.87896801045802,5.56988183997071,0.05351743639066697,2019,3,23
20190324,4.022372005780052,18.760797370733936,56.318356475471475,3.4120192029898573,0.39933576338120624,2019,3,24
20190325,1.7915211845481858,23.080794344955706,56.35678521264081,3.039613305885547,1.611937847529831,2019,3,25
20190326,1.6062419632512444,18.59252633866872,75.49299771276725,4.742680690488623,1.2567899433864613,2019,3,26
20190327,4.744641495147144,20.703779332604448,52.031148726057154,4.2711167853163445,0.03777776131280168,2019,3,27
20190328,4.360816144409573,19.059429030464155,76.08304569321562,3.83257681589101,0.4441001844349488,2019,3,28
20190329,5.3057753789676925,23.19058586658059,51.20519036810844,5.0012831057509874,0.4808382953297181,2019,3,29
20190330,4.517040109064312,21.260460120367235,64.07020758866395,5.773627720209762,0.5890461015788436,2019,3,30
20190331,3.5017590562126393,19.915492425467153,61.511480631013434,3.0268906204396107,0.4285395819703736,2019,3,31
20190401,6.843466844702949,24.233452025683327,63.437818574204194,6.080469860137656,0.08785666504493833,2019,4,1
20190402,3.70372839144876,22.33541778706533,65.59254099618774,4.219943072908512,0.8349942125129239,2019,4,2
20190403,3.4481585794598635,27.17454682789628,59.708582158816455,3.535846457973233,1.0341940422756164,2019,4,3
20190404,3.883032371872068,18.20222809839498,68.50209803733095,3.7381151975976232,0.3606590219738196,2019,4,4
20190405,6.663812009006422,20.478775132133784,67.35169088227155,6.545343726654413,0.8023676315228476,2019,4,5
20190406,4.946377095971361,20.439810517026615,48.162726804402396,4.760527306117947,0.047523904175998395,2019,4,6
20190407,6.205512591683323,24.432666439483278,35.03977724214614,4.093790410872917,0.14419569760084408,2019,4,7
20190408,4.97111246571585,18.992148557724374,56.1119450374588,5.033668825052168,0.31054438523234007,2019,4,8
20190409,3.689100115786365,24.863393509777723,40.533347922967685,3.1072209308079803,0.4081283743983956,2019,4,9
20190410,6.153748423801457,25.949161852803392,54.967806382725755,6.820298263769436,0.6978893406711086,2019,4,10
20190411,5.121372469501854,19.571297540563524,69.4423144606831,3.3206764228675625,0.0017737198458671307,2019,4,11
20190412,6.128112456458761,24.438051147495987,53.97566099726829,3.936513815172602,0.18724012241124116,2019,4,12
20190413,3.69794489071899,23.02957652520593,64.0169492286891,3.362353635960849,0.5765014687696399,2019,4,13
20190414,3.3798224074665884,22.51465587913428,48.95441893233756,3.140288620654191,0.7363187850602911,2019,4,14
20190415,6.17264355667108,24.104294520965254,49.920535082059516,3.5340890016279944,0.32243950188239107,2019,4,15
20190416,3.7706842293564646,24.876853366181894,49.97534671158122,4.319479392939789,1.1718703244530038,2019,4,16
20190417,4.269765589452634,21.49889829930948,56.9239480377253,3.141791248691549,0.2677518247171037,2019,4,17
20190418,5.1828058135054365,25.295565515630233,51.7614465397518,3.523505488709434,1.0327072604540126,2019,4,18
20190419,6.549743499997045,24.358758997602752,48.41577809118336,3.4453648127824033,0.15035821522624215,2019,4,19
20190420,5.722901747868453,21.356726586758334,42.20829076440071,4.851551075361557,0.2016187540054457,2019,4,20
20190421,4.895375093141384,23.54842589590537,45.28131559917999,3.031960975768606,0.4601809520686104,2019,4,21
20190422,5.665402784979467,25.632246046652874,38.40175624356819,3.7747420670145555,0.5834268230478334,2019,4,22
20190423,4.923135413640574,26.80798724884398,46.210536728487725,3.827259230395226,0.4804782816233017,2019,4,23
20190424,5.429059500243728,21.45737523395206,40.206492574286266,3.893219826368113,0.22086403570887686,2019,4,24
20190425,6.831745674852694,26.605534339195657,40.53098230759869,4.497068875094906,0.2770081385960453,2019,4,25
20190426,4.902182583943731,23.227079633582832,56.06941525828738,3.430620588926515,0.6174396333413423,2019,4,26
20190427,4.735224121703464,24.622866517651726,39.02820778057545,5.0105567152127275,1.4013722324667894,2019,4,27
20190428,4.2338704628115,22.02714774065274,55.34746859196116,4.883560718833451,0.6418415521247629,2019,4,28
20190429,5.438716293550406,25.195757672797605,45.54219932510293,3.51514306898206,0.5433537924208154,2019,4,29
20190430,6.261392020046324,23.282862468146014,40.933454966788844,4.045138235276458,0.11509602120530357,2019,4,30
20190501,6.235247093518302,24.143410660488776,52.49182041445491,4.495049004535512,0.5996033155918916,2019,5,1
20190502,6.617506323775509,26.724934430624536,41.04478632470598,4.072044342749367,0.09684503505363891,2019,5,2
20190503,4.970944225283271,24.647354349165433,40.68349845077052,4.710591169636892,1.1240281671836092,2019,5,3
20190504,6.5107176777072375,25.174026874045992,46.67139991318165,3.41814360974536,0.14799189532152643,2019,5,4
20190505,7.139776151100518,25.691945597567713,54.26177554119262,3.745783266739905,0.22430339319983814,2019,5,5
20190506,5.940456835222431,22.482602806289538,50.477119866853776,4.284884107761368,0.49647518029823995,2019,5,6
20190507,5.586818843320751,21.193933928613838,48.287585097143804,3.369905985877203,0.2717537706116751,2019,5,7
20190508,3.9013522267953595,27.17371237246623,64.67482827061156,5.381419487822339,1.570960293701782,2019,5,8
20190509,7.000272363313219,25.207937926130477,39.42438352260886,4.0132229235228865,0.027376867419782187,2019,5,9
20190510,9.14855146935098,29.140116336962482,55.4105152156053,6.454760207127437,0.1538361227189699,2019,5,10
20190511,5.1046920772982025,25.596282679684176,41.42281839850048,3.6647640794698257,0.8561087712842808,2019,5,11
20190512,6.827896509992434,24.8887434198487,46.93767500757045,4.364855350929256,0.34788973839266124,2019,5,12
20190513,7.761903134431107,25.480709373874024,51.25768703116145,5.355367419774053,0.1259988913661826,2019,5,13
20190514,6.662348687487567,24.958683826598456,68.35147095749625,3.307286570521036,0.06784601119778931,2019,5,14
20190515,3.521290405135976,27.45821293812043,59.500491964090024,4.721776042153521,1.9798940913665404,2019,5,15
20190516,7.607745821623944,25.53009834501454,35.3193249423564,3.7047928479828753,0.14271912738657694,2019,5,16
20190517,6.7345188718014946,28.753534045815137,34.26547595295007,3.0335960487313804,0.23899287072677852,2019,5,17
20190518,7.363663121538973,26.270141961715673,47.67637213909096,3.3969374697109744,0.30277320729192814,2019,5,18
20190519,6.642874190567699,22.883569001257257,44.311995569248765,4.667456959103961,0.9328020524580843,2019,5,19
20190520,6.343001415387756,27.830146549563473,40.05530039574787,4.159373690308012,0.7869279843395286,2019,5,20
20190521,6.94290525373309,25.68605454167713,45.01202100795355,3.03732842764318,0.4622979223168211,2019,5,21
20190522,7.031614196779594,27.0378073904878,46.53067196163146,3.5419417790882948,0.1815715322783374,2019,5,22
20190523,7.6942027819921455,27.429766982901757,41.999725450032,3.128633550664491,0.2584811989503556,2019,5,23
20190524,5.634761808149697,25.322172914844156,33.596481773644385,4.610280805023252,1.138016316704638,2019,5,24
20190525,8.804762154808786,27.025183766127316,54.67398066070544,7.260267047062374,0.4795623084390006,2019,5,25
20190526,6.412751299349222,26.35119804778014,52.94524691602542,3.03846715107349,0.13322611084947955,2019,5,26
20190527,8.038570987018243,26.970325535876484,48.36387734318534,4.707857455523175,0.0888824230579034,2019,5,27
20190528,7.198350160754569,27.262132310506363,43.38611344570289,3.2406683186249903,0.2250739742993774,2019,5,28
20190529,6.533841642780429,29.74623570565614,57.65049893998226,3.521101048198137,0.29728180597095577,2019,5,29
20190530,6.824065386929675,28.347335789529616,27.681038389962918,3.103336037045497,0.22410948001284275,2019,5,30
20190531,6.963029944115914,28.988356246719768,29.513212177683002,3.013239115916492,0.43117766150693404,2019,5,31
20190601,3.51274120559998,28.066673593455164,50.56112747354647,3.0368281779721435,1.8940842485385996,2019,6,1
20190602,6.120552153384956,25.056450150524473,31.097871241638767,3.5254779312381697,0.944611548461165,2019,6,2
20190603,7.518471503275766,26.30213014789617,47.8704785015014,3.6056606780681286,0.36477295877623095,2019,6,3
20190604,6.978821175682644,31.689885388575288,42.83084755265966,3.2778784650591732,0.18984353937813078,2019,6,4
20190605,8.382828742489494,33.05311344925834,38.42344669759015,3.792149832922802,0.00305635610883125,2019,6,5
20190606,6.71525528725337,25.23832849122766,39.33673343858495,3.8076837518650835,0.25194462632083453,2019,6,6
20190607,6.811657690815163,30.110000339253347,50.07681998879997,4.244259242216896,0.41578348559958106,2019,6,7
20190608,7.266420715627043,25.394533363909645,37.97303152071169,3.6811695738809136,0.3327285456728033,2019,6,8
20190609,8.603820028588427,29.731672270549424,33.22804922516341,4.23330608136682,0.15338373050549486,2019,6,9
20190610,6.9326387287172215,27.642764714706658,31.947304982454252,4.075225174336705,0.6941543658401934,2019,6,10
20190611,4.405098667749473,29.218213661995392,43.13608181454991,3.155816338900324,1.496693795530842,2019,6,11
20190612,7.15373542247541,25.57438155852514,34.57409784600222,4.046679197964017,0.12619589303957085,2019,6,12
20190613,7.266066969240796,29.31174514274257,48.77318346434481,3.6210137443929993,0.40383823101457844,2019,6,13
20190614,5.7895988189666365,28.504962649972782,48.8762541870676,7.5913688318721455,1.5578299071299513,2019,6,14
20190615,6.946695461918561,28.064134896849552,39.48623273081658,3.062400866196506,0.11488367337498155,2019,6,15
20190616,5.399406032335691,25.862326949344688,52.031146621087956,3.622914040822796,0.9553442353900536,2019,6,16
20190617,7.352696210407966,26.38653476503068,49.03406284903957,3.1835146249795003,0.10225952268751366,2019,6,17
20190618,6.505380515242319,28.716508531973002,59.20007255070307,3.4231809342297983,0.6661104578216713,2019,6,18
20190619,7.965737716625523,31.353668894488024,20.722556714481758,3.3104029606365217,0.11175324399114786,2019,6,19
20190620,6.448687783392902,27.296007810245417,30.617214919991692,5.151161519392698,0.9891777256485944,2019,6,20
20190621,7.936037765874702,30.686077923085083,20.470452127428068,3.9292830310074445,0.8609789141549553,2019,6,21
20190622,8.930096799124513,26.019160089230326,35.69995390931188,5.720111889526747,0.056514314632583156,2019,6,22
20190623,7.731492356660667,28.967036728879037,31.1122714952828,3.1197007939519836,0.2267177197181092,2019,6,23
20190624,7.467948627864207,29.078110459128652,45.752094697304784,3.8737345563795738,0.4009764751436552,2019,6,24
20190625,7.634604315734881,27.89441110738878,56.33147515422119,4.392289330789434,0.1054224994071785,2019,6,25
20190626,6.136225701204375,29.06834719502685,43.77289599033168,4.490100892015305,1.0596239808723342,2019,6,26
20190627,7.712282784953931,29.531101295604813,46.10823141469072,4.281491871036946,0.5077949762508618,2019,6,27
20190628,6.470402067762841,28.582168211572274,39.889564060611356,3.087844078893859,0.28469041005440954,2019,6,28
20190629,9.304931800235115,28.097210331885343,39.33188812289328,5.413910511297614,0.08650193814422168,2019,6,29
20190630,7.009968325152881,27.81787081611108,48.908701613392296,4.054722403231676,0.4269266645384812,2019,6,30
20190701,6.782675160676964,31.04268220044948,28.581026811186042,3.641517643949438,0.6495143976948373,2019,7,1
20190702,6.766219513758365,28.389980648763377,40.49364671802426,3.186752164929906,0.7479629944257018,2019,7,2
20190703,7.607389584574006,26.72810390870593,40.98311618105816,5.232323551638055,0.6664326074430575,2019,7,3
20190704,8.025796168094478,29.723935575028644,46.400063083395544,4.6184357615695415,0.034273371958658275,2019,7,4
20190705,4.950752831813615,27.889842096680447,37.600360159019914,3.5443630169429636,1.4091606950192823,2019,7,5
20190706,7.356518615516231,29.30066774715425,36.37081971547133,4.176573409855153,0.18916300070563022,2019,7,6
20190707,5.297766138829694,26.432625246241244,34.97077965514349,3.0831028744762907,0.8758529149256389,2019,7,7
20190708,7.314627458269971,28.595938555195954,32.8550227671499,3.445655450208781,0.2581994754534136,2019,7,8
20190709,5.910145992938932,28.938151489752343,54.546224147750905,3.588753242702922,0.8384723449993018,2019,7,9
20190710,6.357806616760184,29.487016640074394,55.049567170781685,5.322213283047159,1.1461368038868407,2019,7,10
20190711,7.429376868484382,27.54776299509731,33.56366174250809,3.7043088978686622,0.060812775218681864,2019,7,11
20190712,8.057360602600404,27.018907213185116,34.085967277213015,4.048768366442912,0.17302847891693188,2019,7,12
20190713,7.003995937103611,27.80869094529294,33.899854759715495,3.252685104629394,0.2216377558606551,2019,7,13
20190714,6.720670837881616,25.541550197777493,41.23127841560584,3.82939204765957,0.10265749486404283,2019,7,14
20190715,5.413113122538327,25.99389216409073,38.3570930433546,5.295551210411357,0.8396736486822937,2019,7,15
20190716,7.197842617148166,28.582615987765234,48.61857902586935,3.9031946089590273,0.1406076200518196,2019,7,16
20190717,7.0162383890299465,28.162685857988585,50.49522587498541,3.7172044943499323,0.4577155113085735,2019,7,17
20190718,3.669147362913564,27.783236754614684,41.10488396639263,4.403404727788416,1.7288966774439176,2019,7,18
20190719,4.926552187459273,26.217361054864742,56.511826084640205,3.6752432179776244,0.8907325417628297,2019,7,19
20190720,7.202698597652077,24.350534413187415,42.66130310723515,3.5145688802136146,0.35969999121873397,2019,7,20
20190721,6.14560702815458,28.282983842443528,43.64465896793408,3.4074218197927317,0.4232164905293094,2019,7,21
20190722,6.859069284538489,27.454299776595995,50.83849535448086,3.3805901963181975,0.30227773839510574,2019,7,22
20190723,3.1040210344099717,29.406758911283248,48.747582973298115,3.204756097130081,2.101044977632098,2019,7,23
20190724,6.403081732779109,26.028397517465443,48.774053173944026,4.094941732190968,0.12235064896523523,2019,7,24
20190725,3.2679739431515475,25.286690319860153,43.69993485692207,4.1703067245550045,1.8313672814695707,2019,7,25
20190726,7.590557540420351,26.5917338310177,43.226196970992156,4.789465747476807,0.13438431161105532,2019,7,26
20190727,6.358740714221438,26.512858465037674,36.80165939829268,3.9784207478217746,0.7359449417895085,2019,7,27
20190728,5.963369890606146,27.496956905736162,55.01315590558037,3.0711225316094555,0.45678496605815383,2019,7,28
20190729,5.277932436158067,24.079343074092662,40.51828882089527,4.365140732299853,1.0442176736687139,2019,7,29
20190730,7.276861844614513,24.177460773630372,46.876456673482245,3.2781072063776775,0.017408591877267867,2019,7,30
20190731,7.208045966466618,27.479161359219756,52.569141154622216,3.218618163651027,0.2829316717040052,2019,7,31
20190801,6.503013914892738,24.0482954318208,46.85929798010261,3.9202736036094277,0.02694755603921768,2019,8,1
20190802,4.75600871701161,22.750603870442312,49.70425715711504,4.583621666463715,1.5174843456587732,2019,8,2
20190803,7.608075903121614,26.6472020973916,49.43947390986963,3.6709189464154517,0.007574053950643763,2019,8,3
20190804,5.835918163225981,25.405445580495076,56.61490837066779,3.2659971859860293,0.4047459421768922,2019,8,4
20190805,8.06603819627457,25.294186865328946,50.37841144503106,3.9238332065830166,0.12819460313891368,2019,8,5
20190806,5.70046832435033,24.009125236781983,32.37715906490941,3.5340565953619976,0.436045698046472,2019,8,6
20190807,6.942449511263057,29.326674787134877,33.41571943883869,4.326604363129906,0.277582273757006,2019,8,7
20190808,3.4926678836510465,26.150661054847273,33.241480012393595,3.2287276344516913,1.3937005041855541,2019,8,8
20190809,4.061189946445589,21.982780766648077,29.30563670457615,3.269360407962087,1.0553226555732877,2019,8,9
20190810,5.982076634213953,24.211031187274948,49.31678199169974,4.263036117794018,0.5057411744809911,2019,8,10
20190811,7.7286319294768075,27.697200583289813,39.73574407465406,5.900494897890694,0.4593375956588869,2019,8,11
20190812,5.1104138005509,26.500539422694466,52.919188175759956,3.52597286378108,0.7945207331323104,2019,8,12
20190813,4.6027682255692905,22.76006121417764,38.088974487232676,3.66069560735237,1.3110005891243803,2019,8,13
20190814,6.648248638010709,23.956082496481073,48.707720543609625,3.0265354424208026,0.3608600556239599,2019,8,14
20190815,4.58049123053808,27.577197180185394,37.257977413076944,3.8744971441863996,0.4272210242202305,2019,8,15
20190816,6.74339046944141,26.509096474354592,50.811014339731685,4.30423377484312,0.002755838751627819,2019,8,16
20190817,5.077391566003655,24.309675677781716,56.96336480080339,3.837203026074922,0.45474535372603275,2019,8,17
20190818,5.5027029423193845,25.715673442461526,60.61221705953593,3.6665589620748897,0.1402178438260102,2019,8,18
20190819,4.791155094043961,24.390167765802094,49.47062198298743,3.0131502748814984,0.9222217196284966,2019,8,19
20190820,4.337363044887683,21.990578538424796,52.81520055086608,3.087847955299669,0.29785590497251374,2019,8,20
20190821,6.048389779058771,23.833409422665238,43.31375707632515,4.746057388981222,0.04716640261525645,2019,8,21
20190822,4.229445650235683,26.65982373083014,55.22727379583064,3.5443030836469624,1.031439458121807,2019,8,22
20190823,3.665358672337849,22.18062658557395,52.496811479930294,5.063274408478836,1.1553574385546612,2019,8,23
20190824,0.1097500374363205,23.881629062854394,43.27208884107688,3.215940867086085,2.6163766008650424,2019,8,24
20190825,6.1789906645337425,21.31708773804372,48.94510570203976,3.359593788075072,0.20391096458217928,2019,8,25
20190826,4.959129636932054,25.33441665469785,63.940410106096614,3.3983467915110714,0.3017866035290584,2019,8,26
20190827,5.715414858157232,22.907573195022366,41.76300820433029,3.3502215608441084,0.08050203713258164,2019,8,27
20190828,5.234631984015196,23.019665850296686,32.930545356209166,3.7141062605424984,0.6413399750825031,2019,8,28
20190829,4.637631979909058,24.344718724218257,66.6027506890376,4.6058787230595115,0.5635359050118512,2019,8,29
20190830,6.405206857695903,23.967680474011267,54.391250701496965,5.721844755076329,0.06708307162401633,2019,8,30
20190831,5.741652978432171,22.553927924660282,47.13782103222859,3.7509424512023406,0.13472889310609049,2019,8,31
20190901,4.143377095734344,20.613456809396986,48.77003420334348,4.5321210765415865,0.30518360833627245,2019,9,1
20190902,4.334809335702369,23.37659801667296,46.19934461482176,3.4748087786740487,0.8938596450580591,2019,9,2
20190903,5.777587560523311,22.704302112960676,53.70493674578103,3.8758339635914028,0.07750755582645831,2019,9,3
20190904,4.545246050041923,21.425502293046836,63.44407769785526,4.382619248515146,0.2623065515910338,2019,9,4
20190905,5.877219895698407,22.932463239477755,50.17286110947187,6.181257144305523,0.7755843358113784,2019,9,5
20190906,6.43912664446204,24.10007582914414,61.18638004263117,5.63701794058934,0.004697889028692461,2019,9,6
20190907,3.707759007601004,21.514211595239484,55.25902480352072,3.318292256097147,0.8326674730353563,2019,9,7
20190908,3.6309953201673246,20.150184801954303,56.620887104863975,4.575253244242617,0.9548765271348019,2019,9,8
20190909,2.6128351692344878,23.109061481232906,62.96986402983522,5.145779023213306,1.558863104749927,2019,9,9
20190910,5.219331619710308,19.091955249535808,38.52224039667739,3.3809541601752127,0.45629088710533683,2019,9,10
20190911,3.2422713918914465,25.09970677077733,58.34234070117811,4.4349623597037455,1.2521418636199328,2019,9,11
20190912,2.651047484105966,23.67601659343634,48.41344321269414,3.0123030268743145,1.4598365527348034,2019,9,12
20190913,4.503568228081174,22.873307653492812,58.16485827464771,3.10520677065801,0.2519499429157484,2019,9,13
20190914,4.446207058446303,19.139610077051753,75.16208303012542,4.3431433512007835,0.1361826766808661,2019,9,14
20190915,6.366805014390393,17.111390786706156,49.29460935363417,5.390966923596302,0.014366682233954693,2019,9,15
20190916,5.003319926673179,20.641870808999872,59.178335208544745,4.375364749055962,0.006116793693773558,2019,9,16
20190917,3.800415804202565,20.8445401911318,61.718273148758264,3.5269678044169055,0.28797043047171883,2019,9,17
20190918,5.0338655224478215,18.43540992670359,57.18962985134896,5.113151607814652,0.2754181269898355,2019,9,18
20190919,4.509783831896968,21.40104377362869,59.15598949940706,3.4891697021553845,0.06697193441708758,2019,9,19
20190920,5.299835242364306,21.609426750831933,58.08358648721327,3.0437960165059375,0.08847821204798091,2019,9,20
20190921,2.999332635536524,17.674232719803275,68.15660958517817,3.1195637379413705,0.3533153694434345,2019,9,21
20190922,4.453140963704135,19.25169762780107,60.60456698214684,3.220701128514922,0.045195061729477654,2019,9,22
20190923,3.989676055042464,19.038708352164456,57.67898209168164,3.0227631191418256,0.3440612205228462,2019,9,23
20190924,3.97231317286418,17.586823777250085,64.36374485017443,5.278842144569671,0.2501293553705026,2019,9,24
20190925,3.382072255789245,20.911595871476553,51.780695549524665,3.0854580886906073,0.3227533799336807,2019,9,25
20190926,4.0645914438527235,18.939365126770255,69.57828827959143,4.3040102108075295,0.23778132970230828,2019,9,26
20190927,4.098170120534197,19.532670563412452,50.74383619093271,3.5231322643074314,0.2863220955498887,2019,9,27
20190928,5.37439786546253,17.435373530082572,61.81733860791357,7.96294744934881,0.3616000745660721,2019,9,28
20190929,1.5768417429103825,14.529714735508218,60.17554259974783,3.2655482655974204,0.5782255060757944,2019,9,29
20190930,4.207647295961139,23.910364230803886,63.0952656925887,3.310755509278938,0.11859963841428209,2019,9,30
20191001,3.2094800267774026,18.554173860861756,71.8073336535346,3.271951048342485,0.43869536904915807,2019,10,1
20191002,3.624882009987066,19.141973213615607,78.94949907030508,4.0551892860812995,0.061467847469238605,2019,10,2
20191003,0.19842044841717954,18.512183004620198,68.48529937892803,4.574113352576035,1.6998051320644734,2019,10,3
20191004,0.6088487779296633,20.16165824450034,68.92125913348305,3.0246958263718957,1.2330509755854862,2019,10,4
20191005,3.50840098785713,20.90444348837183,62.068024817002296,3.240348956732188,0.31334046623685663,2019,10,5
20191006,3.4671545499766188,19.166220462477465,66.65366887918438,3.0486258637116617,0.21106235394177905,2019,10,6
20191007,2.170123694893859,19.40512159613489,91.44059352275073,3.336696133405471,0.30230016560446077,2019,10,7
20191008,3.039839782370066,17.71355013273066,61.586155463221836,3.7614284827128683,0.5476027326182158,2019,10,8
20191009,4.40571852048061,19.280307830988242,65.74431066855934,5.380113731609628,0.23976962329697957,2019,10,9
20191010,2.7888651396252473,19.173016540464545,80.03096189645062,3.431188524967841,0.5386301962379144,2019,10,10
20191011,2.245413718127541,18.719321061874993,60.18109034853835,3.7351974462234527,0.8482968951319799,2019,10,11
20191012,3.9003074152832213,15.859952875774114,65.80762038434949,6.416332301869339,0.22581790677063857,2019,10,12
20191013,4.240702141229842,16.630801151485226,70.68002736797406,5.295549680568875,0.3164442182347489,2019,10,13
20191014,4.2012356378512425,17.403093787076102,54.09505177485308,7.1769352530142445,0.4654882629345416,2019,10,14
20191015,3.2407224307685505,17.4113965184704,72.34990104001224,4.912827233848499,0.6590505368570522,2019,10,15
20191016,4.812704861592027,19.417588161325135,48.90674893626657,7.068803599722342,0.10748663502042252,2019,10,16
20191017,1.0157998575419762,16.291516812906814,65.5793183624991,3.00577105747379,0.8724301492836889,2019,10,17
20191018,3.995261507217822,15.382196924422583,52.1229993248628,4.54350450262649,0.0325816684358406,2019,10,18
20191019,3.2351376212573975,18.06131010208841,75.65479157114339,3.649046114726658,0.38035756326321757,2019,10,19
20191020,3.8330296936309987,12.548109032841756,65.42519618020718,7.693708242244376,0.5570111590496282,2019,10,20
20191021,5.21926997982773,15.163213490129975,58.47743383604325,8.411791176203826,0.053098402519350864,2019,10,21
20191022,2.7988202098776136,13.558648424936827,69.94362952438539,3.013090156654088,0.03688879043697793,2019,10,22
20191023,1.9426267838210078,13.023332866131575,63.8270802802434,3.036458924371853,0.4162464448015377,2019,10,23
20191024,2.2757453863487065,14.750025184824946,70.6859176824161,3.1405444204702255,0.0027118225628470923,2019,10,24
20191025,1.0950526515413164,14.258487942248754,68.80804077770814,3.2898423984905616,0.3078468280301729,2019,10,25
20191026,1.2186129963401373,17.10189482515829,83.38315573790733,3.3274626667549465,0.7467404037855733,2019,10,26
20191027,2.385192758751028,12.853396203203705,69.42660781100624,4.318495737100043,0.0863356120281375,2019,10,27
20191028,2.81706062693109,15.80006272370509,57.221857748458326,3.001367575849157,0.4468868309205761,2019,10,28
20191029,2.5043213823635098,13.578399507988967,69.59488639279188,3.0065681572522336,0.3561356576856032,2019,10,29
20191030,1.9999297378115175,15.012626008909864,66.48089370631692,3.9315803393686375,0.6772346383732349,2019,10,30
20191031,1.058738186897083,11.904460686435954,64.53095395553763,3.0119688601788983,0.07533799370258153,2019,10,31
20191101,0.3315490730365728,13.139322628878734,91.37596657940503,3.752932200904212,0.3888659313137223,2019,11,1
20191102,1.188842953059638,15.125757757814867,57.766369234009176,4.198402818086521,0.6471776442927379,2019,11,2
20191103,2.1216685340878367,17.408321638591353,70.90219716661763,3.0600319304911383,0.2869366722507889,2019,11,3
20191104,1.082768194628326,14.856619058106254,84.5731610136656,3.3946355863982256,0.23295482252417413,2019,11,4
20191105,0.0,12.46854431297633,76.77372087937144,3.0501498301226415,1.8267710832106232,2019,11,5
20191106,0.0,16.77548694618419,69.00706240784835,3.2526782147833706,1.2389745537919712,2019,11,6
20191107,1.4856393233801155,11.102650026713308,99.54682292314439,4.14862591014671,0.1626193168412511,2019,11,7
20191108,1.9240337234780154,13.292415025316055,74.8182023288626,3.7983944770099902,0.1705331254536691,2019,11,8
20191109,0.0,13.178066151744552,77.10991694623942,5.921444114135756,2.3751966197626486,2019,11,9
20191110,0.778469827563338,12.121339800216166,87.78585206415126,3.3460322316856943,0.38189660902270284,2019,11,10
20191111,1.756404053070642,10.646712423533913,74.61593401756798,3.3629657732309406,0.02352402773506696,2019,11,11
20191112,0.0,15.141922973656797,94.54930026144768,3.6327361889856835,1.260772238767172,2019,11,12
20191113,2.5213210638149093,12.27280219081004,64.62188984034856,4.0645528833960345,0.37296255547268453,2019,11,13
20191114,0.0,11.290939922410193,76.59151409323428,3.167233009106548,1.9448962328185724,2019,11,14
20191115,1.9569075055845204,14.760206575766299,73.94319832156582,3.356826547578161,0.022395741777049637,2019,11,15
20191116,0.6452653425355801,12.466621833432864,80.8927036167668,4.294789244030889,0.8862844958395832,2019,11,16
20191117,1.8935698194618753,16.091155748821105,79.67644403404071,5.9782746514022485,0.7658603673378223,2019,11,17
20191118,1.1237287038702233,13.357560670691004,80.19737376958484,3.2931986832243862,0.22168014121162194,2019,11,18
20191119,0.42606684326343236,9.95617628524711,78.39917213749074,3.0312101041068824,0.676959387252809,2019,11,19
20191120,0.3686661458921497,13.26931733595138,78.22106884810572,4.797818782128569,0.7928836167632843,2019,11,20
20191121,1.8947491839138473,11.813255775232637,73.84320992602775,3.363229153818041,0.03414078391302268,2019,11,21
20191122,0.8447000899022066,14.997250514045007,59.0974853992148,3.6548235474806625,0.34130134399615936,2019,11,22
20191123,1.0639382894999083,13.140216911856532,75.50343357357116,3.4600071582302663,0.5724588124888353,2019,11,23
20191124,0.0,11.33407802141507,66.44858200994962,3.229685987471498,0.8473226789448695,2019,11,24
20191125,1.5746868902140956,12.675424396031959,76.98264765821915,3.2548794082838586,0.017224825505409273,2019,11,25
